,Word,Senses,Glosa,PoS,SynsetPoS
227,bake,7,bakea nahi dutenen arteko elkarrizketa abiatu eta konponbide politikoak behar direla aldarrikatu du,n,eus-30-13969101-n
228,langabezia,1,Europa soziala aldarrikatu zuen Lertxundik: langabezia eta ezegonkortasunik gabekoa,n,eus-30-13968308-n
229,enplegu,1,"hartutako neurriek justizia soziala, enpleguaren garapena, ingurugiroaren babesa eta sistema sinplifikatzea helburu dituztela adierazi zuen Fabiusek",n,eus-30-13968092-n
230,lan,9,lanak gora egin du azken hilabetean,n,eus-30-13968092-n
231,bizi,10,herrira itzuli eta neure bizia goitik behera aldatu nuen,n,eus-30-13963192-n
232,bizitza,12,Espainiako bizitza politikoa nahasten ari zen unetik unera,n,eus-30-13963192-n
233,heriotza,5,bizia heriotza baino indartsuagoa da,n,eus-30-13962498-n
234,bizi,11,Kremlinen arabera 13 soldaduk galdu dute bizia,n,eus-30-13961642-n
235,bizitza,5,sistema hori egokia izango da babes zibileko larrialdietarako pertsonen bizitza edo osotasuna arriskuan dagoenean arreta koordinatua eta eraginkorra eskaintzen bada,n,eus-30-13961642-n
236,bizitza,4,"zenbaitek beharrezkoa ikusten du ohiturak ezagutzea eta aztertzea inkesta, estatistika eta ikerketa soziologikoen bidez, kaleko eta baserrietako bizitza bera bilduz",n,eus-30-13961399-n
237,bizi,6,Santa Cruz apaiz borrokalariaren bizia kontatzen duen lana argitaratu du,n,eus-30-13961399-n
238,egia,5,"ez dute egia jakin nahi, guk nahi dugun bezala, gaiari errentagarritasun politikoa atera nahi diote",n,eus-30-13956488-n
239,errealitate,1,"lo sakon batek harrapatu bide zuen, iratzargailuak jo zuenean, ametsetan -eta ez errealitatean- entzun uste izan baitzuen haren txirrina",n,eus-30-13954818-n
240,lehentasun,7,"une honetako lehentasun nagusia otsaila baino lehen azken fase horretarako akordio-markoa hitzartzea da, orduan hasiko baitira ofizialki negoziazioak",n,eus-30-13949802-n
241,botere,5,Augusto Pinochet jeneralak boterea eskuratu eta lehenengo urteetan erregimen berriaren kontrako 119 lagun hil ziren,n,eus-30-13945102-n
242,kasu,1,"belgiar guztiak berdinak dira legez eta haiek baino ez dira onartuko kargu zibilak eta militarrak betetzeko, legez berariazko kasuetarako ezartzen diren salbuespenak salbuespen",n,eus-30-13943400-n
243,baldintza,7,Aeronautika Administrazio Zibileko iturriek adierazi zuten aireratu eta lur hartzeko baldintzak egokiak zirela,n,eus-30-13942875-n
244,puntu,19,hipotesia baieztatua geratu zen disoluzioen irakite-puntua aztertu zuenean,n,eus-30-13939892-n
245,urrats,10,"mendebaldeko Saharako bake prozesua, baina erakunde horretako Segurtasun Batzordea ez da hurrengo urratsei buruz ados jartzen",n,eus-30-13939892-n
246,maila,13,zein mailatan daude egun gizarte-zientziak?,n,eus-30-13939892-n
247,utopia,2,"Nirvana budistarik ez du inork eraiki munduan, ezta utopia komunistarik",n,eus-30-13932045-n
248,konfiantza,6,Sydneyra iritsi zenean ez zuen konfiantza askorik bere indarretan Joane Somarribak,n,eus-30-13929852-n
249,harreman,7,"Iturgaitzekin harremanetan izan da lehendakaria, eta bilerara joateko eskatu dio berriro",n,eus-30-13928668-n
250,harreman,6,baina nik ez nuen hodei beltzik zure begietan edo haize hotzik gure harremanetan sumatu,n,eus-30-13928388-n
251,leku,15,"nire lekuan egongo bazina, zer egingo zenuke?",n,eus-30-13926786-n
252,toki,14,ni zuen tokian banengo mendialderantz joko nuke,n,eus-30-13926786-n
253,estatutu,4,"oso egokia izango litzateke, errefuxiatuaren estatutua zehazteko",n,eus-30-13920835-n
254,zuhaitz,2,gaztetxoei familiaren zuhaitz genealogikoa egiteko eskatu zien irakasleak,n,eus-30-13912260-n
255,puntu,12,"lapitz berdea harturik, puntuak egin ditu han hemenka",n,eus-30-13911872-n
256,muga,7,"gehikuntza-bideak kenduko dira, eraikuntza unitateren batetan, 1.10. puntuan seinalatutako mugen barruan",n,eus-30-13903079-n
257,angelu,1,badakizu bi projekzio horiek sortzen dituzten zuzenak 90°ko angelua eratuz elkar ebakitzen direla espazioan,n,eus-30-13887509-n
258,sektore,4,"Exceleko simulagailuaren bidez, irudikapen grafikoak egiten ikasiko dute ikasleek barra-diagramen, sektore-diagramen eta aldagai jarraituko eta diskretuko histogramen bidez",n,eus-30-13875027-n
259,bihotz,9,San Balentin iragarki gehienak bihotza marraztuta izaten dituzte,n,eus-30-13865904-n
260,lerro,12,mehatxu edo eginez ezpatarekin lerro bat irudikatu zuen airean,n,eus-30-13863771-n
261,irudi,18,"lazoak diruditen irudiz egindako dekorazio fin hau, oso tipikoa da arabiar arkitekturan",n,eus-30-13862780-n
262,aldaketa,18,zein materia-sistema aldatu dira kasu bakoitzean? Nolako aldaketak izan dituzte?,n,eus-30-13859043-n
263,oposizio,3,Mirandek gizabanako / gizarte oposizioaren moduan planteatuko baitu moralaren auzia,n,eus-30-13854649-n
264,lehia,2,"gobernuak gasaren liberalizazioari helduko diola, energiaren alorreko konpainia guztien arteko lehiaren berdintasuna bermatu ahal izateko",n,eus-30-13837009-n
265,mendebalde,3,100.000 Gomatik mendebaldera dagoen Kindura,n,eus-30-13834399-n
266,hegoalde,3,udaberrian hegoaldetik ifarralderantz eta udazkenean ifarraldetik hegoalderantz hegazti ugari pasatzen da gure mendien eta herrien gainetik,n,eus-30-13833375-n
267,ekialde,2,Bogota hiriburutik 400 kilometrora ekialdera,n,eus-30-13832355-n
268,ipar,4,"Deslai, azkenik, abandonaturik, iparra erakutsitako izar bat itzali delako",n,eus-30-13831176-n
269,puntu,11,iparrorratzari begiratu zion bila genbiltzan puntua egiaztatzeko,n,eus-30-13830305-n
270,kontrol,11,"Kelme eta Telekom taldeak sarritan agertu ziren tropelburuan, kontrol lanetan batzuetan, edo erritmoa igotzen besteetan",n,eus-30-13827205-n
271,portzentaje,1,asko hazi da elebidunen portzentaia Euskal Autonomi Elkartean,n,eus-30-13817526-n
272,gai,12,martiniaren oinarrian dagoen gaia gina da,n,eus-30-00019613-n
273,gai,12,Descartesentzat bi substantzia bereizi dira gorputza eta arima,n,eus-30-00019613-n
274,boz,3,latinez boz aktiboaren aditz-denborak sintetikoak ziren,n,eus-30-13802920-n
275,oinarri,14,"Itzali izeneko operazio horren oinarri Piztu izeneko txosten bat izan zen, eta Garzonek ETArena zela esan zuen",n,eus-30-13790712-n
276,pisu,8,"itsaso zakarrak eragin zuen ezbeharra, baina baliteke ontziaren gehiegizko pisuak ere eragitea",n,eus-30-13772468-n
277,itsaso,2,atseginezko itsaso batean,n,eus-30-13776971-n
278,milioi,1,Euskal Herrian bi milioi inguru biztanlek bozkatzeko aukera izango dute Europako hauteskundeetan,n,eus-30-13751533-n
279,mila,1,Txinako Poliziak Falun Gong sektaren milatik gora jarraitzaile atxilotu ditu azken egunotan,n,eus-30-13750844-n
280,dozena,1,dozena erdi bat salaketa aurkeztu da,n,eus-30-13746785-n
281,bat,1,"urriaren batean abiatu zen Erromara, urteko 4.000 lirako esleipen batekin, lau urterako",n,eus-30-13742573-n
282,huts,11,"azkenean, nigeriarrarekiko aldea hutseraino txikitu zuen arren, ehuneneko bakarragatik bosgarren bukatu zuen",n,eus-30-13742358-n
283,laurden,4,lanean ari den populazioaren erdiak baino gehiagok lehen sektorean dihardu eta laurdenak industrian,n,eus-30-13737480-n
284,kilo,2,imajina ezazue ehun kiloko morrosko bi elkarri lepoa bihurritu nahian,n,eus-30-13724582-n
285,gramo,1,"sagarrak tomatea bezala zatitu ondoren, 75 gramo azukre eta gurinarekin nahastu eta labean sartu, desegin arte",n,eus-30-13723712-n
286,libera,3,"baserriko ogia hiru tamaina ezberdinetan ekoizten dugu gurean: ogi handia (kilo batekoa), ogi ertaina (libera batekoa), eta txikia (libera erdikoa)",n,eus-30-13720096-n
287,puntu,10,12 puntuko 'times' letra erabili dut txostena idazteko,n,eus-30-13712286-n
288,pezeta,1,Nafarroako Gobernuak 1.115 milioi pezeta jaso ditu Espainiako Nekazaritza Ministeriotik,n,eus-30-13690758-n
289,marko,4,"7,7 milioi markoko isuna jarri diote CDUri legez kanpoko finantzaketagatik",n,eus-30-13688033-n
290,libera,2,hilabetean 200 libera (50.000 pezeta) aurreztuko lukeen langileak diru hori bikoizturik ikusiko luke,n,eus-30-13677788-n
291,dolar,5,sakelean bila ibili eta gero hiru dolarreko txartel zimur bat eta hamar xentimoko txanpon bat atera zuen,n,eus-30-13661273-n
292,beso,12,horren neurria beso batekoa da,n,eus-30-13660178-n
293,kilometro,1,martxan 27 urte daramatza Euskal Herritik bost kilometrotara dagoen Garoñako zentral nuklearrak,n,eus-30-13659760-n
294,metro,5,seiehun metro eskas falta zaizkiguk,n,eus-30-13659162-n
295,pauso,5,"haurrek binan-binan distantzia hori bete beharko dute, dozena bat pauso baino ez dira eta",n,eus-30-13757249-n
296,urrats,5,"kaleak estuak ziren benetan eta ibilgaitzak hainbeste jenderekin, elkar joka ibili beharra urrats batzuk aurreratzeko",n,eus-30-13757249-n
297,hitz,5,bit baino gehiagoko hitzak darabiltzate ordenagailu handiek,n,eus-30-13627327-n
298,bit,1,"irteerak beste gailu baten izen bereko sarrerei ezarriz gero , 8 biteko konparadorea lortuko dugu",n,eus-30-13625237-n
299,litro,1,220 litrotako ontzietan gordetzen dira zentralaren barruko urak,n,eus-30-13624190-n
300,laurden,6,"gaitz horren sendatzeko batzuek emaiten diote baratxuriak eta phorruak xehaturik eta arnoan irakiturik, arno hartarik edatera laurden erdi baten inguria aldi bakotxian",n,eus-30-13624190-n
301,minutu,2,angelu horrek 30 minutu ditu,n,eus-30-13611567-n
302,segundo,1,"programak angeluaren graduak, minutuak eta segundoak lortu behar",n,eus-30-13611395-n
303,tanto,2,Titin III.ak hamaika tanto egin zituen airez goitik behera dominatu zuten partiduan,n,eus-30-13610162-n
304,puntu,9,"bost partida daramatzate irabazi gabe, eta sailkapeneko 11. postua betetzen dute, 39 punturekin",n,eus-30-13610162-n
305,oinarri,21,"taulan jasotako datuak dituzula oinarri eta koordenatu kartestiarrak erabiliz, egizu prozeduraren grafikoa",n,eus-30-13597794-n
306,emaitza,5,"taldea emaitza bikainak lortzen ari da aurten Giroan, eta ea horrek etorkizunean laguntzen digun",n,eus-30-13594585-n
307,zenbaki,4,sistema osoan betetzen duen lekuak definitzen du zenbakiaren esanahia,n,eus-30-13582013-n
308,koefiziente,1,"gune askeen eraikigarritasunak ezingo du 0,02 m2/m2 koefizientea baino handiago izan",n,eus-30-13586122-n
309,prozesu,7,prozesuak gelditu eta berrabiatu,n,eus-30-13455487-n
310,inflazio,1,ez da ahaztu behar euroaren ahuleziak inflazioa igotzea eragin duela,n,eus-30-13498828-n
311,eskaintza,11,"behin akzioak eskuratuta, Tecneten eskaintza Argentinako Ibermaticari batuko zaio",n,eus-30-13563522-n
312,eskaera,10,"haren ustez, ardo gaztearen eskaerak behera egin du eskaera kontuan hartu gabe mahatsaren salneurria jarri delako",n,eus-30-13461162-n
313,garapen,5,"hartutako neurriek justizia soziala, enpleguaren garapena, ingurugiroaren babesa eta sistema sinplifikatzea helburu dituzte",n,eus-30-13464820-n
314,bilakaera,2,AEBetako hauteskundeen emaitzek ere euroaren eta dolarraren trukearen bilakaera baldintza lezakete,n,eus-30-13464820-n
315,hazkunde,9,"hostopean eta txortenetan amaraun edo armiarma-saretxoak ikus daitezke, hazkundea zapuztu egiten da, hostoek bere ohizko forma galtzen dute eta hostaila horiztatzen da",n,eus-30-13489037-n
316,bilakaera,1,zelulen bilakaeraren azalpena beharrezkoa da organismo konplexuagoak ulertzerakoan,n,eus-30-13477023-n
317,su,14,"keroseno ontzietan sei aldiz gertatu dira kaltetzeak, baina sekula ez zen erregaiak su hartzerik gertatu",n,eus-30-13480848-n
318,prozesu,6,organismo bizian gertatzen diren prozesu kimiko guztiak azken batean erreakzio sinple hauetara edo beren batuketara muga daitezke,n,eus-30-00029677-n
319,aurrekontu,3,"laborategiak aurten, milioi bateko aurrekontua du",n,eus-30-13421832-n
320,soldata,2,"lan denboraren murrizketa, kamioiarekin pasatutako oren guztien ordainketa eta soldata handiagoak aldarrikatu dituzte",n,eus-30-13412877-n
321,partida,4,aurtengo aurrekontuetako Udalbiltzarentzako partidak izoztuta daude,n,eus-30-13405296-n
322,dolar,4,dolar-sorta bat atera zuen diru-zorrotik,n,eus-30-13395897-n
323,pila,18,pilarik ez du sakelean,n,eus-30-13391774-n
324,xentimo,1,ondoren hiru dolarreko txartel zimur eta hamar xentimoko txanpon bat atera zituen,n,eus-30-13390626-n
325,diru,8,zilarrezko diru bat,n,eus-30-13388245-n
326,buelta,17,"Guk, Espainiako Euroekin ordainduta, bueltak Frantziakoak eman zizkiguten",n,eus-30-13387689-n
327,buelta,16,"Guk, Espainiako Euroekin ordainduta, bueltak Frantziakoak eman zizkiguten",n,eus-30-13387479-n
328,dibisa,1,Europako dibisak dagoeneko joera aldatu eta aurrerantzean gorako bidea hartuko du dolarraren aldean,n,eus-30-13385913-n
329,diru,9,"Montenegrok ia herrialde independente gisa jokatu du, Alemaniako markoa onartu du diru gisa?",n,eus-30-13385913-n
330,diru,3,hark zor zigun dirua kobratzen saiatu ginen,n,eus-30-13384557-n
331,urre,1,Erromatik ateratzean zazpi urreak eman zituen pobreentzat,n,eus-30-13371760-n
332,banku,9,elkartea erabat sendoturik eta Gipuzkoako Odol Bankua sortu berria zen,n,eus-30-13368318-n
333,banku,7,banku-eskaerak ez du lehentasunik kartak banatuta daudenean,n,eus-30-13356402-n
334,hipoteka,1,hipoteken mailegu interes hileroko kuota igo egingo da,n,eus-30-13352138-n
335,abal,1,norbaiti abala eman,n,eus-30-13349395-n
336,dema,1,"bigarren mailan, gipuzkoarren arteko dema: Julen Beldarrain andoaindarra eta Luis Ziskar elduaindarra",n,eus-30-13343917-n
337,baliabide,14,baliabideen ustiapena mugatuko da biotopoetan,n,eus-30-13331778-n
338,kopuru,8,Bengoetxeak ez du diru kopururik zehaztu nahi izan negoziazioen aurrean,n,eus-30-13331198-n
339,tarifa,2,gasa eta beronen tarifak Gas naturalaren tarifa Estatuko Ministrari Kontseiluak jartzen ditu,n,eus-30-13325010-n
340,sarrera,11,Eguesibarko udal kiroldegiko abonua nahi duten pertsonek hasierako sarrera ordaindu beharko dute abonatu bilakatu ahal izateko,n,eus-30-13321495-n
341,interes,5,"euroaren eremuko inflazioa kontrolpean dagoela, ez dirudi EBZk interes igoerarik erabakiko duenik",n,eus-30-13318584-n
342,zerga,4,Ekonomia ministroak atzo iragarri zituen zergen beherapenek eragina izango dute sektorean,n,eus-30-13308999-n
343,prezio,5,"guztiz gaitzesgarria da gaur eguneko politikoen prezioa; izan ere, eraikuntza-enpresa bateko sos gutxi batzuk nahikoak dira",n,eus-30-13303759-n
344,prezio,4,"neurri horien bitartez, erregaien prezioa litroko 1,30 liberatan (32,5 pezeta) geldituko da",n,eus-30-13303315-n
345,epe,5,etxearen hirugarren epea ordaindu dut,n,eus-30-13301715-n
346,zigor,16,"gaueko 10:00etatik aurrera eta tabernariek galerazi egin beharko dute bezeroek lokaletik kontsumizioak ateratzea, kontrako kasuan zigorren bat jasotzeko arriskuarekin",n,eus-30-13300922-n
347,zati,14,"aurrezki luzeetara bultzatu nahi dugu, frantses familien aurrezkiaren zati handi bat enpresetara zuzentzeko eta langileei enpresaren emaitzetan gehiago parte hartzeko aukera emateko",n,eus-30-13285176-n
348,soldata,1,"lan denboraren murrizketa, kamioiarekin pasatutako oren guztien ordainketa eta soldata handiagoak aldarrikatu dituzte",n,eus-30-13279262-n
349,sari,16,erregaien prezioaren igoeraren kostuek garraioen sarietan eragina izan ditzaten,n,eus-30-13278375-n
350,eskaintza,8,"opariak ere eliz atarian utzi ohi zituzten, eta mezatan eskaintza iristen zenean, orduantxe sartzen zituzten elizara",n,eus-30-13270373-n
351,sari,7,ingelesez idatziriko literaturan urtero ematen den sari garrantzitsuena,n,eus-30-13268146-n
352,dote,1,"dotea, beraz, seniparteak ordaintzeko erabiltzen da",n,eus-30-13265425-n
353,emaitza,6,"Jainko guztiz ona, bedeinka itzazu gure emaitzak",n,eus-30-13265011-n
354,zerga,2,Ekonomia ministroak atzo iragarri zituen zergen beherapenek eragina izango dute sektorean,n,eus-30-13261916-n
355,errentagarritasun,2,"haren aburuz, irtenbidea arrantzaren errentagarritasuna handitzean datza",n,eus-30-13260190-n
356,sarrera,22,"bere hauteslegoan herritar xume asko dauzkanez, FPOEk fiskalitate sarrerak handitu nahi ditu",n,eus-30-13255145-n
357,irabazi,7,"komisioetako irabaziak %72,8 igo dira, eta baita administrazio gastuak ere (%46,9)",n,eus-30-13254805-n
358,diru,2,familia horrek dirua du,n,eus-30-13250542-n
359,begi,6,"neguan, egur gainean armiarma gorriaren errunaldia ikusten bada, tratamendua egin beharko da, oleofosforatu batekin, begiak handitzen hasten direnean, landare osoa eta bereziki adarren lotuneak ondo bustiz",n,eus-30-13165086-n
360,puja,1,"landaretxoak lur-nahaste egokian landatu, toki epelean eduki eta puja berria sortu arte arin ureztatu",n,eus-30-13164763-n
361,adar,9,"funtsezkoa da berriztatzeko adarrak beso nagusi edo tantaietan, edo horietatik gertu, txertatuta egotea",n,eus-30-13163250-n
362,orri,11,"azido folikoa orri berdeko barazki guztietan da ugaria: azelgak, espinakak, eta borrajak",n,eus-30-13152742-n
363,arbola,1,Gernikako arbola da bedeinkatua Euskaldunen artean guztiz maitatua emanda zabal zazu mundura frutua,n,eus-30-13104059-n
364,zuhaitz,1,"garai hartan azaldu ziren lehen aldiz gaurkoen hurbilekoak diren zuhaitz, lore eta belarrak",n,eus-30-13104059-n
365,orri,6,"perretxikoaren txapelaren eta orrien kolorea zinabrio-gorria da, eta ez odol-gorria",n,eus-30-13011679-n
366,pentsamendu,2,"esperimentua eginik, aurkitu dut erlastarrak ia ezinbestekoak direla pentsamendu hirukolorea (Viola tricolor) ernalarazteko, lore honi beste erlerik etortzen ez zaiolako",n,eus-30-12390485-n
367,ale,16,Tila-Tandulaka edo samo eta arroz ale nahasketa,n,eus-30-12141495-n
368,lore,2,"bideko hartxintxarrak txukuntzen zituen, eta loreak ureztatzen zituen",n,eus-30-11669921-n
369,lore,1,"lorea duten landareak lorontzi txikietan eduki behar dira eta birlandatuz gero, diametroa handiagoa duen lorontzia aukeratu",n,eus-30-11669335-n
370,ira,1,"oihanartea gehienbat iratzeek osotua agertzen da, belar-geruza ia ez da existitzen",n,eus-30-11545714-n
371,txapel,6,"perretxiko txikia da, txapelak 4-5 cm-ko diametroa izan dezake",n,eus-30-11532351-n
372,aire,9,"aire hotzeko bolumen handia, aire beroagoz inguratua, goragoko altitudeetan dagoen aire hotzaren masatik depresio moztu bat eratzean banatzen da",n,eus-30-11525955-n
373,haize,1,"Valentziara bidean, tropela hautsi egin zen azken kilometroetan, kostaldetik zetorren aldeko haizea eta eroriko arriskutsu baten ondotik",n,eus-30-11525955-n
374,erradioaktibitate,1,zentral nuklearraren kanpoko uretan eta lurrean hartutako hainbat laginek erradioaktibitate maila kezkagarria dute,n,eus-30-13545184-n
375,presio,4,ITPk bultzada handiko eta presio txikiko Rolls motorraren turbinak egingo ditu Airbus Trent500-rentzako,n,eus-30-11495041-n
376,potentzial-diferentzia,1,"eremu magnetiko baten barnean eroale bat higiaraziz, eroale horren muturren artean potentzial-diferentzia sortzen da",n,eus-30-11493827-n
377,tentsio,3,hauetan indukzio elektromagnetikoaren bidez higiduraren energia mekanikoa tentsio elektriko bihurtzen da,n,eus-30-11493827-n
378,ibilbide,6,marraztu objektuaren ibilbidea gero eta abiadura handiagoz jaurtitzen dugula suposatuz,n,eus-30-11481334-n
379,argi,10,"hidrogenoaren kateko erreakzioaren energia baliatzen da bonba horietan, eta argi, berotasun eta eztanda izugarria sortzen du",n,eus-30-11473954-n
380,bizitza,3,"aurreko aro geologikoetan bizi izan ziren animalia eta landareen hondar ugari geruza sedimentarioetan lurperatuta kontserbatu dira, eta beste garai batzuetako bizitzaren lekuko baliotsu gisa iritsi zaizkigu gure egunetaraino",n,eus-30-11473291-n
381,bizi,5,"gizakiak ezin du biziaren esentzia ezagutu; ezta, are gutxiago, bera erregulatzen ikasi ere",n,eus-30-11473291-n
